Title,Link 
UK fuel crisis  End to freedom of movement to blame, says likely Merkel successor , https://www.theguardian.com/politics/2021/sep/27/end-freedom-movement-uk-fuel-crisis-german-politician-olaf-scholz-hgv-driver-shortage 
Sabina Nessa  Man charged with murder of London schoolteacher , https://www.theguardian.com/uk-news/2021/sep/27/sabina-nessa-man-charged-murder-london-schoolteacher 
Andy McDonald  Sabotage claims as shadow minister quits in row with Labour leadership , https://www.theguardian.com/politics/2021/sep/27/shadow-minister-quits-over-starmers-minimum-wage-stance 
R Kelly  Musician found guilty on racketeering and sex trafficking charges , https://www.theguardian.com/music/2021/sep/27/r-kelly-racketeering-sex-trafficking 
German election  SPD intends to form coalition with Greens and liberals , https://www.theguardian.com/world/2021/sep/27/olaf-scholz-intends-three-way-coalition-germany 
Merseyside   Rare white stag killed by police after running through streets , https://www.theguardian.com/uk-news/2021/sep/27/rare-white-stag-killed-by-police-after-running-through-merseyside-streets 
West Midlands  Police name boy, 12, who died at indoor ski centre , https://www.theguardian.com/uk-news/2021/sep/27/police-name-west-midlands-boy-12-who-died-at-indoor-ski-centre 
Bristol  Tweet reconnects family with nurses who saved daughter’s life , https://www.theguardian.com/uk-news/2021/sep/27/tweet-reconnects-family-with-bristol-nurses-who-saved-daughters-life 
Greece  Earthquake strikes Crete, killing man and damaging buildings , https://www.theguardian.com/world/2021/sep/27/earthquake-strikes-crete-killing-man-and-damaging-buildings 
Manchester Arena attack  Inquiry finds some victims had ‘unsurvivable injuries’ , https://www.theguardian.com/uk-news/2021/sep/27/manchester-arena-attack-inquiry-finds-some-victims-had-unsurvivable-injuries 
Italy  Bronze statue of scantily dressed woman sparks sexism row , https://www.theguardian.com/world/2021/sep/27/italy-bronze-statue-of-scantily-dressed-woman-sparks-sexism-row 
'Wonder material'  How super-strength graphene became a national security concern , https://www.theguardian.com/business/2021/sep/27/graphene-wonder-material-national-security-china-uk 
R Kelly  Verdict caps decades of abuse that predominantly targeted young Black girls , https://www.theguardian.com/music/2021/sep/27/r-kelly-verdict-decades-alleged-abuse-young-black-girls 
   
                   
                    
                    Shadow chancellor’s value-for-money performance pays off , https://www.theguardian.com/politics/2021/sep/27/shadow-chancellor-value-money-pays-off-rachel-reeves 
Film  Where does the Oscar race stand after this year’s big festivals? , https://www.theguardian.com/film/2021/sep/27/oscars-race-nominee-predictions-film-festivals 
‘I wanted to cry’  Three key workers on how the UK fuel crisis has hit them , https://www.theguardian.com/society/2021/sep/27/i-wanted-to-cry-three-key-workers-on-being-hit-by-the-uk-fuel-crisis 
'She went her own way’  The tragic and unusual life of folk singer Karen Dalton , https://www.theguardian.com/film/2021/sep/27/karen-dalton-folk-singer-documentary 
Rolling Stones review  A funky, heavy first show without Charlie Watts , https://www.theguardian.com/music/2021/sep/27/rolling-stones-review-a-funky-heavy-first-show-without-charlie-watts 
Black Art Matters  The meaning behind the red carpet jacket , https://www.theguardian.com/fashion/2021/sep/27/black-art-matters-the-meaning-behind-the-red-carpet-jacket 
Live  Covid: UK records 40 more deaths and 37,960 new cases; Japan to lift state of emergency , https://www.theguardian.com/world/live/2021/sep/27/coronavirus-live-news-fourth-brazil-un-attendee-tests-positive-life-expectancy-falls-by-most-since-second-world-war 
Live  Covid: UK records 40 more deaths and 37,960 new cases; Japan to lift state of emergency , https://www.theguardian.com/world/live/2021/sep/27/coronavirus-live-news-fourth-brazil-un-attendee-tests-positive-life-expectancy-falls-by-most-since-second-world-war 
England  Hospitals in relax rules to help tackle waiting lists , https://www.theguardian.com/world/2021/sep/27/hospitals-in-england-relax-covid-rules-to-help-tackle-waiting-lists 
England  Hospitals in relax rules to help tackle waiting lists , https://www.theguardian.com/world/2021/sep/27/hospitals-in-england-relax-covid-rules-to-help-tackle-waiting-lists 
Joe Biden  US president receives vaccine ‘booster’ as confusion continues over third dose , https://www.theguardian.com/us-news/2021/sep/27/joe-biden-receives-covid-booster-vaccines 
Joe Biden  US president receives vaccine ‘booster’ as confusion continues over third dose , https://www.theguardian.com/us-news/2021/sep/27/joe-biden-receives-covid-booster-vaccines 
Strictly Come Dancing  Reports of unvaccinated dancers spark privacy debate  , https://www.theguardian.com/media/2021/sep/27/reports-of-unvaccinated-strictly-dancers-spark-privacy-debate 
Strictly Come Dancing  Reports of unvaccinated dancers spark privacy debate  , https://www.theguardian.com/media/2021/sep/27/reports-of-unvaccinated-strictly-dancers-spark-privacy-debate 
   
                 
                  
                  As Boris Johnson loses control, Keir Starmer is starting to get a grip , https://www.theguardian.com/commentisfree/2021/sep/27/boris-johnson-loses-control-keir-starmer-labour-conference 
   
                 
                  
                  Care homes are desperately short of staff - why no emergency UK visas for them? , https://www.theguardian.com/commentisfree/2021/sep/27/emergency-visas-care-sector-staff-uk-truck-drivers 
   
                   
                    
                    The UK’s petrol crisis is just a taste of a more jittery, uncertain future , https://www.theguardian.com/commentisfree/2021/sep/27/petrol-crisis-british-economy-covid-brexit 
Cartoon  Martin Rowson on Keir Starmer and Labour party conference , https://www.theguardian.com/commentisfree/picture/2021/sep/27/martin-rowson-on-keir-starmer-aukus-labour-party-conference-cartoon 
   
                   
                    
                    UK energy customers really could be footing a bill in the billions  , https://www.theguardian.com/business/nils-pratley-on-finance/2021/sep/27/dramatic-warnings-about-cost-of-energy-crisis-could-be-billions-on-household-bills 
   
                   
                    
                    The message from Israel is clear: Covid booster shots should be standard , https://www.theguardian.com/commentisfree/2021/sep/27/data-israel-covid-booster-shots-standard 
   
                   
                    
                    Angela Rayner called Tory ministers ‘scum’ – and now they’re weaponising it , https://www.theguardian.com/commentisfree/2021/sep/27/angela-rayner-called-tory-ministers-scum-and-now-theyre-weaponising-it 
   
                   
                    
                    Proportional representation would spell disaster for Labour. Party members should reject it , https://www.theguardian.com/commentisfree/2021/sep/27/proportional-representation-labour-party-lib-dems 
The Guardian view   Labour’s spending plans: vote red, go green  , https://www.theguardian.com/commentisfree/2021/sep/27/the-guardian-view-on-labours-spending-plans-vote-red-go-green 
The Guardian view   German election results: negotiating a new era , https://www.theguardian.com/commentisfree/2021/sep/27/the-guardian-view-on-the-german-election-results-negotiating-a-new-era 
Letters  When panic is fuelled by a shortage of leadership , https://www.theguardian.com/business/2021/sep/27/when-panic-is-fuelled-by-a-shortage-of-leadership 
